Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),,,,,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Sleep duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms),Awake mid-sleeping duration (ms)
2/16/20,19,1814.669138,1185.294092,,,,,,,,,,0.789618701,2.766811132,0.250567853,2422,,,,,86336491,63509,,,,,
2/17/20,32,2221.743319,1740.731787,,,66.53894839,115,56,,,,,0.800967391,5.784680843,0.031944446,3511,,,,,50997516,7382484,,26400000,1080000,540000,
2/18/20,131,1961.638618,10282.92053,41,41,72.70662848,127,49,,,,,1.294298835,27.85871315,0,13291,,,,,33163290,11241465,2400000,21960000,7320000,5760000,
2/19/20,60,3311.709077,3487.717456,6,6,83.46003135,113,62,,,,,0.757050612,6.78000021,0,5541,,,,,37598678,12141322,5160000,31500000,,,
2/20/20,118,2628.125635,8619.266881,43,43,87.74876543,134,61,,,,,1.227791659,28.01000023,0.030612249,11499,,,,,42335645,13987268,,26040000,,,
2/21/20,131,3327.319881,8605.078397,64,64,75.42660178,112,52,,,,,1.521094247,25.44000053,0.011451943,12448,,,,,36515292,16639588,3180000,24780000,,,
2/22/20,21,2609.264362,2079.048261,1,1,73.55211558,118,48,,,,,1.506398613,19.09211922,0.017184265,2632,,,,,39326260,8531299,3060000,32220000,,,
2/23/20,12,2347.786289,1165.116467,,,75.29837067,118,60,,,,,0.551293952,2.375420094,0,2027,,,,,48709953,6370047,1860000,29460000,,,
2/24/20,20,2591.102643,1412.730662,,,70.83894231,126,52,,,,,1.233671298,7.040293217,0.009482759,2366,,,,,38684282,7456836,1560000,34080000,1560000,,180000
2/25/20,160,2353.714842,178,66,63,64.94620811,114,49,,,,,1.9556066,21.39999962,0.00206305,14447,,,,,44788109,6962598,192153,,21240000,7620000,
2/26/20,53,2740.894037,4845.170907,,,79.9868709,119,49,,,,,0.732331989,6.319483757,0.002188622,4564,,,,,41182399,8375621,2760000,33900000,,,
2/27/20,120,2885.885856,7886.334467,46,46,76.21818182,125,47,,,,,1.470230658,30.585186,0.015714286,11337,,,,,40096213,9478898,3671474,28680000,,,
2/28/20,125,3381.706394,9293.962595,39,39,86.38304094,118,58,,,,,1.534811065,33.25,0,11750,,,,,43250493,14051828,4320117,20160000,,,
2/29/20,32,1842.882372,1772.930737,2,2,67,112,56,,,,,0.661978001,3.334644556,0.008730159,3023,,,,,82684106,750221,,,,,
3/1/20,41,2400.347669,1879.718505,,,81.17269076,115,47,,,,,0.548608466,1.874554515,0.009090909,2956,,,,,49918461,8221539,2100000,26160000,,,
3/2/20,63,2664.570272,5514.891179,1,1,82.0728988,116,61,,,,,0.730010083,14.75,0.023885351,6136,,,,,49484262,9150733,1080000,23820000,,,
3/3/20,150,2875.588991,10209.01376,55,53,76.34070397,139,54,,,,,0.796025977,25.70999908,0,14044,,,,,38718935,10753687,2340148,28980000,,,
3/4/20,44,2901.587642,5180.640296,4,4,84.72212978,117,53,,,,,1.523411666,4.404346943,0.016666668,5089,,,,,41093593,6417222,5160000,33360000,,,
3/5/20,114,2247.948497,582.5009667,35,35,58.59875445,109,47,,,,,1.20677507,27.89999962,0.006502086,9954,,,,,42439679,5956611,,660000,24300000,6600000,180000
3/6/20,175,2919.161015,11120.22714,72,72,93.44944444,143,53,,,,,1.286433835,28.92529678,0,15404,,,,,37038314,13492431,3057483,25200000,,,
3/7/20,29,2485.058014,1344.906032,,,77.52162162,112,55,,,,,0.872930266,20.21263885,0,2223,,,,,48204014,11163444,,25800000,,,
3/8/20,8,1992.206634,1229.398891,,,79.62323232,118,58,,,,,1.08507285,20.90072823,0,1653,,,,,44404541,3453194,1560102,30240000,,,
3/9/20,9,2266.233044,673.1715668,,,65.9199095,116,51,,,,,0.81032161,3.303498745,0.006802722,1290,,,,,45320618,4719382,1200000,35160000,,,
3/10/20,164,2218.75057,10532.72921,34,34,72.7715736,132,47,,,,,1.325049544,30.91665268,0.007207207,14266,,,,,42710738,10751116,840000,24420000,,,
3/11/20,5,1920.472905,1106.095515,,,70.54848967,119,48,,,,,0.699746358,1.686976671,0.006584923,1694,,,,,47054080,4320000,1500000,33300000,,,
3/12/20,123,3136.941782,9362.403396,37,37,86.6246742,118,51,,,,,1.30766999,25.07999992,0,12022,,,,,43633538,12063003,3120000,22500000,,,
3/13/20,67,2775.078681,3407.126647,6,6,83.82942238,122,55,,,,,1.062026104,18.94964218,0.016666668,6356,,,,,36792140,6102705,3120000,35100000,,,
3/14/20,72,2800.595954,3817.555339,1,1,82.33802817,114,50,,,,,0.604010976,1.701254845,0.001368159,6133,,,,,70675986,12812090,2820000,,,,
3/15/20,33,1801.088822,2192.132671,,,75.04939982,119,51,,,,,0.722340155,2.132299423,0,3321,,,,,47448550,4211450,2520000,32220000,,,
3/16/20,18,2097.865806,2025.581603,,,68.45672727,115,47,,,,,0.612456169,4.738109112,0,2828,,,,,47593690,6198295,1560000,30720000,,,
3/17/20,6,1673.151705,2638.726343,,,73.27805398,125,47,,,,,0.984907868,3.599999905,0.00952381,3214,,,,,48732520,9107480,1140000,,21240000,6180000,
3/18/20,34,2711.007758,2153.135792,,,81.38293217,112,55,,,,,0.798230482,6.989999771,0.002098321,3268,,,,,42935454,6638365,2640000,31920000,,,
3/19/20,18,1860.974462,1360.917672,1,1,74.96538462,103,60,,,,,1.135837592,23.23980331,0.008461539,2201,,,,,82564655,617122,,,,,
3/20/20,18,1787.520659,1211,,,71.74671053,118,47,,,,,0.421718205,1.590000033,0.005667931,1520,,,,,51581674,1980000,,1560000,18660000,12600000,
3/21/20,3,2117.177039,714.8743912,,,70.50706436,106,48,,,,,0.446793732,3.439212322,0,1490,,,,,47644023,4380000,900000,33120000,,,
3/22/20,25,1739.157422,2279.478999,,,68.22351695,141,47,,,,,0.599983325,3.8589921,0,3050,,,,,44309106,9510894,,32580000,,,
3/23/20,32,2406.657361,1523.9921,,,67.62093228,117,47,,,,,0.478814234,2.857413769,0,2476,,,,,44668720,5340000,2220000,34080000,,,
3/24/20,45,1664.894365,2393.337021,,,69.08215613,125,50,,,,,0.393122374,3.266455412,0,3356,,,,,44877227,9600077,,31740000,,,
3/25/20,118,2452.792438,4601.897021,,,90.2970123,123,55,,,,,0.721614221,7.413707733,0,7077,,,,,43243452,14116548,1140000,27900000,,,
3/26/20,21,2239.947223,2292.731181,,,81.33064516,117,47,,,,,0.559194308,3.068579197,0.018900054,2717,,,,,54975343,6523534,,24780000,,,
3/27/20,70,1733.994115,3145.737674,,,71.80559541,116,48,,,,,0.347797261,3.99942112,0,4135,,,,,49917238,4681411,2040000,,23820000,5820000,
3/28/20,48,1825.972583,3104.723213,,,69.23097113,127,47,,,,,0.772892097,24.51993942,0,4873,,,,,48236744,4741844,2700000,26760000,,2760000,
3/29/20,110,3411.981877,5361.300027,2,2,89.24242424,122,50,,,,,0.515951537,2.090999603,0.029999999,8858,,,,,29386050,20663710,2460000,32160000,,,
3/30/20,9,2019.169195,1363.916473,,,72.43440487,119,50,,,,,0.460534301,1.99000001,0.001781609,2358,,,,,57335361,7341728,900000,19620000,,,
3/31/20,16,2256.080854,936.6179255,,,86.12033898,126,58,,,,,0.617872612,1.7602669,0.004156276,1800,,,,,59558787,4041213,900000,21900000,,,
4/1/20,21,1615.571105,1894.756855,,,70.47191831,121,47,,,,,0.223677568,1.484793782,0.001463964,2604,,,,,44937425,7802575,4020000,29640000,,,
4/2/20,31,2127.001133,1999.666973,1,1,64.58062331,118,49,,,,,0.734641263,4.829137325,0.00408805,3930,,,,,49298960,5812349,66648,30240000,660000,,
4/3/20,36,1856.002886,2059.300575,,,60.64912281,110,47,,,,,0.55174226,3.179259062,0.007442748,3632,,,,,63218531,625697,,,10200000,11760000,
4/4/20,89,3216.266623,4410.036517,1,1,84.20423601,110,51,,,,,0.705531658,6.129444122,0.030618986,7614,,,,,39656213,17412025,1620000,27600000,,,
4/5/20,42,2907.539087,2315.605795,,,73.58472998,111,46,,,,,0.582711395,6.225973129,0,4307,,,,,42393869,9926131,3660000,30420000,,,
4/6/20,45,2112.105915,2595.169581,3,3,67.99068323,111,51,,,,,0.837422552,3.095416784,0.008520366,3766,86.5,86.5,86.5,,61438549,2028972,1320121,20640000,,,
4/7/20,12,1939.810934,1357.299661,1,1,69.24651354,119,48,,,,,0.642000278,4.869035721,0,2342,,,,,49678016,4681984,1440000,30600000,,,
4/8/20,21,2159.398053,1516.847693,,,80.51607143,112,56,,,,,0.65683135,5.099999905,0.014814815,2785,,,,,51174741,3605259,780000,30840000,,,
4/9/20,17,2258.668869,1173.554922,,,82.04637097,112,61,,,,,0.547963854,3.279999971,0.006944444,2318,,,,,43189654,5280189,660000,36780000,,,
4/10/20,12,1836.568895,1050.697594,,,73.85963455,110,48,,,,,0.602470754,1.249789119,0.025724638,2133,86.27281952,86.27281952,86.27281952,,45037131,4222869,,36420000,720000,,
4/11/20,11,2026.776359,1232.609747,,,79.12331288,121,50,,,,,0.84320033,5.097341061,0,2788,,,,,53460000,4680000,720000,27540000,,,
4/12/20,36,1654.54432,3120.706706,4,4,69.70326173,124,47,,,,,0.436906738,1.733047962,0,4403,,,,,70090878,7129122,3300000,,4740000,1140000,
4/13/20,25,1704.307237,1672.299667,,,68.13152094,132,47,,,,,0.392886572,1.630696893,0,2231,,,,,62994210,5525763,420000,,16920000,,
4/14/20,11,2235.99583,1107.727076,,,72.82712215,117,50,,,,,0.823160083,3.365767717,0.022522522,2325,,,,,48060000,4740000,780000,32820000,,,
4/15/20,15,1746.285133,1600.031926,,,68.04055258,132,47,,,,,0.52117037,6.40174818,0,2494,,,,,49509868,1550132,1920000,,20160000,13260000,
4/16/20,9,1796.301329,964.2954084,,,,,,,,,,0.758083914,3.759116173,0.251047343,2531,,,,,86213415,125449,61136,,,,
4/17/20,23,1650.486121,2514,,,69.87535112,120,47,,,,,0.185026658,0.949938774,0,3323,,,,,44280000,5940000,2820000,,24360000,8700000,300000
4/18/20,5,1766.33794,1555.645082,,,73.49398443,125,47,,,,,0.374667335,2.329999924,0,2448,,,,,48271435,8008565,600000,29520000,,,
4/19/20,27,1739.496328,1823.311108,,,65.42390405,120,47,,,,,0.401810572,1.481204987,0,2631,,,,,72161278,2958722,1020000,,10260000,,
4/20/20,27,1924.172292,2617.239648,,,68.87789735,122,49,,,,,0.620849177,2.908309221,0.003488372,3504,,,,,48691749,3808251,2400000,29700000,,1800000,
4/21/20,24,1782.028084,121,,,63.14623338,118,47,,,,,0.974561195,3.130519152,0.001402411,2978,,,,,60118901,61003,,,21960000,4140000,
4/22/20,23,1787.50976,1363.60243,,,,,,,,,,0.417058538,4.581378937,0.13931185,3026,,,,,86261231,138769,,,,,
4/23/20,11,1778.861327,916.8157945,,,59.06576402,117,47,,,,,0.722833678,2.028066874,0.006044391,1490,,,,,55183963,16079,,17520000,6120000,5400000,
4/24/20,18,1820.029,982.8683683,,,66.08917197,107,47,,,,,0.85282339,3.508785248,0.253710002,2166,,,,,68879903,600097,,1920000,10260000,4740000,
4/25/20,22,2458.142065,1417.261507,,,70.76876173,120,49,,,,,0.570673594,2.284445763,0.007692308,2616,,,,,54455306,6144694,2940000,22860000,,,
4/26/20,1,2170.232753,686.6522602,,,83.91167665,114,52,,,,,0.620346057,2.785677671,0.002180685,678,,,,,71029155,3485245,1920000,9840000,,,
4/27/20,14,1786.201518,1114.388869,,,74.97916667,104,57,,,,,0.550864772,2.690594196,0.043749996,2704,,,,,86179126,120209,,,,,
4/28/20,8,1777.74228,591.9803091,,,,,,,,,,0.569045379,2.202387333,0.25231114,1382,,,,,86399797,203,,,,,
4/29/20,15,1811.608641,1484.784495,,,73.75491803,118,49,,,,,0.596079338,2.460115433,0.036928106,3232,,,,,48827405,2532595,660000,29160000,5220000,,
4/30/20,10,1777.727964,556.0415503,,,,,,,,,,0.492230897,1.064938426,0.311210841,1361,,,,,86400000,,,,,,
5/1/20,29,1785.119735,1460.115844,,,,,,,,,,0.437338778,2.099999905,0.247026622,2567,,,,,86295136,104864,,,,,
5/2/20,5,1822.905809,849.7534012,,,67.90800616,112,47,,,,,0.545771301,1.350000024,0.005847953,1392,,,,,64619931,1020069,360000,20400000,,,
5/3/20,22,2006.694861,1595.94491,,,76.66355653,119,47,,,,,0.489239584,3.090099573,0,2780,,,,,79849610,6424219,,,,,
5/4/20,15,1902.029853,1242.74484,,,63.98438978,125,47,,,,,0.763599441,4.202711105,0,2547,,,,,45997350,4277757,,28620000,7440000,,
5/5/20,26,1853.514415,1849.486268,2,2,66.3652381,113,47,,,,,0.531140585,2.235886335,0.00504342,2869,,,,,85043183,1356817,,,,,
5/6/20,27,1784.209807,1358.616381,,,,,,,,,,0.580425963,4.560267925,0.244808018,2848,,,,,86065984,91954,,,,,
5/7/20,1,1777.727982,174.2994977,,,,,,,,,,0.662111497,2.384712219,0.27123937,532,,,,,85433987,,,,,,
5/8/20,26,2283.418443,1546.540131,,,83.85225505,111,47,,,,,0.628856771,2.084036112,0.007990868,2712,,,,,77134709,3846946,1620000,,,,
5/9/20,10,2141.457385,1284.565658,,,84.22978304,112,59,,,,,0.659076838,1.843124509,0.017215362,2736,,,,,59940000,5160000,,21300000,,,
5/10/20,10,2001.168228,982.5193355,,,74.08130699,130,47,,,,,0.453449399,1.889999986,0.012167689,2044,,,,,84588720,731280,1080000,,,,
5/11/20,13,1782.212266,742.4911859,,,,,,,,,,0.846854603,2.390000105,0.245882183,1610,,,,,86336384,63616,,,,,
5/12/20,4,1777.727966,269.7788353,,,,,,,,,,0.560375203,4.010065079,0.297851175,652,,,,,86276472,,,,,,
5/13/20,11,1786.224009,655.0329304,,,,,,,,,,0.739142533,3.069999933,0.306265533,1332,,,,,85904440,120528,,,,,
5/14/20,1,1648.357258,1218.298956,,,71.55997161,122,47,,,,,0.374713939,2.829999924,0,1710,,,,,80819889,5580111,,,,,
5/15/20,2,1786.068469,318.6540425,,,60.54401154,116,47,,,,,1.373931418,4.386888027,0.253601015,741,,,,,69841677,118323,,,13020000,3180000,240000
5/16/20,19,1778.680075,1681.53439,,,66.00653983,127,47,,,,,0.476570844,2.705247879,0,2367,,,,,54045691,3430685,,21960000,6300000,540000,
5/17/20,30,2154.454352,1665.343141,,,63.67821782,119,47,,,,,0.689269932,2.524708986,0,3393,,,,,81055618,5344382,,,,,
5/18/20,6,1828.537642,762.0412011,,,86.61326861,119,63,,,,,0.594681442,2.432025909,0.009681373,1578,,,,,40980000,1080000,,44340000,,,
5/19/20,25,2095.221983,1482.894174,,,77.26829268,121,52,,,,,0.521131857,1.999699354,0.022619048,2578,,,,,78959025,6180975,1260000,,,,
5/20/20,17,1800.471148,1099.614562,,,59.58306878,113,47,,,,,1.058232404,2.329999924,0.055747129,2000,,,,,36097175,2745309,,33780000,10800000,2820000,
5/21/20,6,1788.443551,418.9907219,,,,,,,,,,0.564055079,1.313111663,0.25049141,1053,,,,,86247984,152016,,,,,
5/22/20,7,1797.868769,575.2622954,,,,,,,,,,0.911027149,1.798112035,0.254252791,1284,,,,,86114274,285726,,,,,
5/23/20,3,2082.21672,704.414271,,,71.78263215,110,47,,,,,0.507664838,3.316926718,0,1404,,,,,79945824,5614176,840000,,,,
5/24/20,49,2270.126432,3043.713317,,,76.94914651,122,48,,,,,0.584193976,4.990903378,0,4806,,,,,65677462,11166870,2820000,2280000,1440000,,
5/25/20,5,2358.122331,906.6246898,,,72.32539683,108,56,,,,,0.584938053,1.673505545,0.016738817,1663,,,,,37912633,5767367,4140000,32400000,3120000,1980000,1080000
5/26/20,8,2493.875256,939.5487439,,,74.28255528,111,58,,,,,0.521942554,1.756505847,0.0098234,2121,,,,,62273733,6366267,1680000,16080000,,,
5/27/20,17,1783.793187,963.44906,,,,,,,,,,0.787901712,2.356848001,0.244808272,1889,,,,,86313957,86043,,,,,
5/28/20,34,1867.60198,1888.857607,3,3,,,,,,,,0.633887946,1.803902864,0.196454227,3383,,,,,84116227,1274986,,,,,
5/29/20,12,2072.473229,1127.374854,,,71.63904494,135,47,,,,,0.827968184,3.99000001,0.011111111,1913,,,,,51128608,1889048,1140000,19740000,6000000,4860000,
5/30/20,11,2211.684733,1562.760707,,,80.08185841,117,57,,,,,0.952829044,5.530310154,0.002272727,2619,,,,,43960699,4939301,1200000,36300000,,,
5/31/20,46,1869.945388,2659.755045,,,74.53108808,115,55,,,,,1.085118024,13.55463123,0.003834808,4295,,,,,80451395,1308230,,,,,
6/1/20,10,2407.180323,963.6281034,,,74.88770053,109,58,,,,,0.589373335,2.406444073,0.00745614,1643,,,,,43556463,4323537,2040000,36480000,,,
6/2/20,13,1984.466575,1176.043762,,,76.11876833,115,54,,,,,0.589869872,1.752961993,0.019957082,2038,,,,,46661903,4518097,,35220000,,,
6/3/20,12,1787.688081,827.9010668,,,91.5,109,74,,,,,0.76286286,4.144536018,0,1711,,,,,86258702,141298,,,,,
6/4/20,48,1896.279344,2226.240013,,,,,,,,,,1.296772171,17.37999916,0.255412608,3674,,,,,82041603,1681815,,,,,
6/5/20,13,1940.662372,782.9505261,,,68.90868263,119,48,,,,,0.57845177,1.978204966,0.018039215,1465,,,,,56580000,3960000,,24900000,,960000,
6/6/20,19,2215.152391,1824.167013,,,81.33333333,117,50,,,,,0.690510235,3.698326588,0,2847,,,,,45420573,3442589,3240000,33060000,,,
6/7/20,28,1835.646793,1805.49519,,,65.05966278,107,47,,,,,0.813557523,2.705216408,0.02288889,2853,,,,,48206720,2596866,,30000000,1380000,1440000,
6/8/20,5,1774.704273,843.5789843,,,77.12977099,117,47,,,,,0.938322138,4.883636951,0,1223,,,,,84287725,2112275,,,,,
6/9/20,,1777.727966,544.9255281,,,87.95071011,120,52,,,,,0.716977495,1.464563608,0.006804043,817,,,,,86400000,,,,,,
6/10/20,13,1787.244355,852.6957448,,,,,,,,,,0.758208497,3.119468689,0.253483474,1855,,,,,86264997,135003,,,,,
6/11/20,5,1777.727966,497.929466,,,,,,,,,,0.623275474,2.665615082,0.246887073,1416,,,,,86400000,,,,,,
6/12/20,7,1792.089555,538.7420955,,,,,,,,,,0.647068726,3.752009869,0.250519574,1124,,,,,86072708,203740,,,,,
6/13/20,8,1790.066171,867.3951286,,,,,,,,,,0.90400754,4.041241169,0.253939003,1888,,,,,86034578,174992,,,,,
6/14/20,12,1777.727966,960.7669324,,,,,,,,,,1.117260403,4.497559547,0.237426043,2173,,,,,86400000,,,,,,
6/15/20,8,1783.660586,541.3231144,,,65.86363636,70,62,,,,,0.680537417,1.879999995,0.001066667,1209,,,,,86146335,84163,,,,,
6/16/20,17,1806.242549,917.3379489,,,,,,,,,,0.788127019,2.760179996,0.254647762,1608,,,,,85871974,404519,,,,,
6/17/20,5,1791.564679,480.4238389,,,,,,,,,,0.717464941,3.674246311,0.261872441,1127,,,,,84943707,196293,,1260000,,,
6/18/20,18,2412.060532,778.8012449,,,78.37241379,115,47,,,,,0.694364527,1.839671969,0.015229886,1380,,,,,71266046,4033954,2520000,8580000,,,
6/19/20,5,1818.20599,734.6182855,,,68.80805938,112,47,,,,,0.589917601,1.080000043,0.005,1435,,,,,79380000,4020000,3000000,,,,
6/20/20,7,1751.004593,1185.374922,,,65.33609272,121,47,,,,,0.59927393,3.579999924,0,1558,,,,,57899770,1620230,360000,16440000,5160000,4920000,
6/21/20,30,1750.900577,2918.548528,,,67.90264026,137,49,,,,,0.657571671,17.8398571,0,4106,,,,,79886336,5509062,540000,,,,
6/22/20,29,2268.410117,1860.372816,,,72.67626404,116,49,,,,,0.896038426,16.31007385,0.00946502,2869,,,,,78522314,7214307,,,,,
6/23/20,9,2133.36346,741.1592848,,,68.1369606,115,47,,,,,0.767592579,3.289999962,0.005510753,1401,,,,,83996403,303597,2100000,,,,
6/24/20,10,1790.433127,745.6701566,,,,,,,,,,0.86936882,2.950000048,0.258968592,1712,,,,,85925021,180239,,,,,
6/25/20,16,1798.233585,927.5041829,,,,,,,,,,1.051480742,3.765258074,0.244738847,1696,,,,,85775165,290901,,,,,
6/26/20,103,2180.80104,7850.211412,67,67,,,,,,,,0.733430503,4.573241711,0.180395439,10740,,,,,80977160,5135180,212897,,,,
6/27/20,49,2233.744167,3270.19174,,,81.62173913,122,57,,,,,1.178860825,23.7350769,0.023333333,4001,,,,,59249688,8567366,,14100000,,,
6/28/20,13,2100.76462,900.978163,,,70.18888889,119,59,,,,,0.848260714,5.151344776,0,1905,,,,,78822029,6337996,1020000,,,,
6/29/20,23,2058.535265,1554.222311,,,76.63119928,118,50,,,,,0.813708523,3.920764208,0.009670782,2530,,,,,44680960,6868307,1380000,33240000,,,
6/30/20,14,2868.671846,1921.051039,1,1,69.20227766,121,49,,,,,0.719801441,21.85295677,0.00239726,3312,,,,,72127621,9019539,4800000,,,,
7/1/20,19,1885.074818,1331.830938,1,1,56.68309859,80,47,,,,,0.859207472,19.17806625,0.008011204,2301,,,,,84033752,1522865,,,,,
7/2/20,4,1944.930393,548.1670426,,,55.64822134,112,47,,,,,0.826117633,4.11415863,0.004363827,1094,84,84,84,,62280000,2520000,,2580000,12840000,5880000,300000
7/3/20,19,1899.147585,1552.941043,,,83.96412556,114,50,,,,,1.040028072,3.74000001,0,2885,,,,,63477209,3822139,1380000,2460000,10260000,4860000,
7/4/20,4,2172.660986,1151.906538,,,63.52950311,110,47,,,,,1.016530131,21.02223206,0.018220793,1624,,,,,40213240,3937744,960000,22200000,8040000,9720000,
7/5/20,7,1908.604129,1064.088779,,,75.31578947,110,53,,,,,0.794952549,4.994547367,0.013875205,2106,,,,,66540674,4649963,,14640000,,,
7/6/20,41,1812.602618,2311.0838,1,1,,,,,,,,0.684517158,4.883681297,0.163223132,4373,,,,,76501804,842712,,60000,3420000,5340000,180000
7/7/20,21,2146.26835,1364.953989,,,65.27157895,104,47,,,,,0.830003784,3.54471159,0.006545654,2345,83.09999847,83.09999847,83.09999847,,45042383,4457617,1140000,27600000,5040000,2940000,180000
7/8/20,22,1870.2669,1700.047414,,,84.57348243,109,62,,,,,0.80703717,5.548910618,0.013690476,3176,,,,,56652550,2839446,,23700000,,,
7/9/20,24,1847.42106,1364.218941,1,1,,,,,,,,0.773502021,3.728334904,0.055467684,2339,,,,,79096974,1502355,,,,,
7/10/20,7,1781.964993,520.1851345,,,,,,,,,,0.816259476,2.650000095,0.263023376,958,,,,,83216711,532753,,,,,
7/11/20,,1781.754375,443.8335027,,,,,,,,,,0.856634107,3.649845123,0.265105546,798,,,,,77000936,529632,,,3000000,2160000,
7/12/20,3,1792.050439,1503.596437,,,70.40432318,120,47,,,,,0.56448573,2.304761887,0,2204,,,,,36618614,10211875,1200000,,22320000,11700000,240000
7/13/20,52,2073.381705,4037.421712,,,79.67466267,133,43,,,,,0.763742069,19.49788857,0.007107843,5906,,,,,41242060,11255121,1140000,26940000,,840000,
7/14/20,56,2172.425218,3346.009675,,,64.15130261,123,50,,,,,1.108528566,21.66864586,0.002833814,4905,,,,,40867431,6894583,,30120000,,,
7/15/20,26,1854.587094,1633.635071,,,,,,,,,,1.003942992,4.860000134,0.270566583,2868,,,,,76945588,1608506,,,,,
7/16/20,48,2049.733069,2557.438323,1,1,,,,,,,,1.14588899,20.15867233,0.164394617,4261,,,,,74148169,4499198,,,,,
7/17/20,30,1903.178675,1682.999552,,,,,,,,,,1.085650784,20.7990036,0.218342587,2812,,,,,77590328,2328295,,,,,
7/18/20,9,1880.819885,808.7595241,,,,,,,,,,0.771675055,2.292500496,0.253579199,1574,,,,,78161518,1997090,,,,,
7/19/20,10,1864.176426,875.7847211,,,,,,,,,,0.950506678,3.518683195,0.262468576,1507,,,,,80203419,1730710,,,,,
7/20/20,50,2041.472968,3153.206979,3,3,,,,,,,,1.267300444,21.33891678,0.029302265,4715,,,,,71272976,4273438,,,,,
7/21/20,13,1865.66544,1276.075374,1,1,,,,,,,,0.985148732,3.70037365,0.279210776,2098,,,,,76002639,1772605,,,,,
7/22/20,19,1856.83923,1162.270104,,,,,,,,,,0.833012796,6.440000057,0.253579199,2100,,,,,77640418,1641866,,,,,
7/23/20,46,2032.319736,2448.061633,2,2,,,,,,,,1.127810735,19.57917976,0.120135114,3899,,,,,74482685,4241255,,,,,
7/24/20,5,1774.446888,405.3363671,,,,,,,,,,0.927564701,2.432157278,0.272530168,769,,,,,83510590,421387,,,,,
7/25/20,6,1777.798999,710.9797127,,,,,,,,,,0.833552234,4.340000153,0.265105546,1258,,,,,80905058,471041,,,,,
7/26/20,7,1796.845679,685.0271721,,,,,,,,,,0.879621932,3.313163519,0.250160158,1250,,,,,80999351,753181,,,,,
7/27/20,128,2348.455215,6602.584182,3,3,,,,,,,,0.972868141,22.79447746,0.14505519,9506,,,,,64274772,8860700,,,,,
7/28/20,57,2000.360642,2827.772956,1,1,,,,,,,,0.998321811,23.18988419,0.175285608,4128,,,,,74839090,3744233,,,,,
7/29/20,42,1949.795483,3069.231828,,,,,,,,,,1.143463896,11.43000031,0.1271092,3791,,,,,68119468,2560302,197278,,,,
7/30/20,54,2078.173696,3060.120573,4,4,,,,,,,,1.354322304,21.06114388,0.07502038,4346,,,,,66178928,4867851,,,,,
7/31/20,22,1886.522084,1745.253814,,,,,,,,,,1.055295888,23.4483242,0.066003293,2402,,,,,64413524,2061546,,,,,
8/1/20,23,1822.792138,1390.026024,,,,,,,,,,1.269585426,4.56445694,0.255553871,2259,,,,,75379001,1133357,,,,,
8/2/20,21,1852.189959,1490.847434,,,,,,,,,,0.971101162,21.02581596,0.196895808,2335,,,,,72304300,1557653,,,,,
8/3/20,19,1816.33025,1125.65203,,,,,,,,,,1.050236231,21.37209511,0.258256614,1671,,,,,73221810,1024573,,2460000,900000,,
8/4/20,27,1927.24199,2785.673366,3,3,67.89813084,119,54,,,,,0.745195507,5.880322456,0.003267974,2522,,,,,57103968,2385623,,16320000,,,
8/5/20,56,2024.326598,2639.029563,,,,,,,,,,1.474154972,31.6192131,0.253100902,4106,,,,,70822782,4122851,,,,,
8/6/20,29,1888.765915,1686.729619,,,,,,,,,,0.982169767,4.119999886,0.214249656,2473,,,,,74109104,2114794,,,,,
8/7/20,110,2636.83476,7566.086175,12,12,,,,,,,,1.640418239,32.66471863,0.102445066,9677,,,,,57171067,12931524,,,,,
8/8/20,129,2375.8397,6856.115707,5,5,77.65483646,139,48,,,,,0.420647464,4.978919506,0,8226,,,,,49512296,21543222,,,3900000,3780000,900000
8/9/20,12,2488.293183,1083.622502,,,72.87761194,119,47,,,,,0.587918732,3.342080832,0,2131,,,,,43034527,13121492,,14280000,1860000,4980000,
8/10/20,114,2955.344516,7291.143167,38,38,83.93147208,123,57,,,,,0.557678928,5.807680607,0.030128207,10881,,,,,62833675,14257192,2039660,,,,
8/11/20,119,2306.986793,8826.844714,25,24,,,,,,,,0.82465623,19.19975281,0.087079957,9988,,,,438407,66199933,7840370,,,,,
8/12/20,142,2324.607448,9215.972003,7,7,,,,,,,,0.65862697,4.527092934,0.248002335,13155,,,,,71834674,8570910,,,,,
8/13/20,108,2402.606934,7152.834951,41,41,,,,,,,,1.025806317,6.579999924,0.248693481,10189,,,,,69772190,7111505,1153974,,,,
8/14/20,68,2081.068779,3846.607956,9,9,,,,,,,,0.948518198,20.80091858,0.032757878,5804,,,,,73810421,4416453,241450,,,,
8/15/20,4,1773.59707,473.8848586,,,,,,,,,,1.207362939,3.066151142,0.294814587,931,,,,,81017277,408799,,,,,
8/16/20,49,1999.775572,3594.363166,25,25,,,,,,,,0.788799582,3.742352486,0.297133952,5185,,,,,57004779,3759179,,,,,
